Name,Link,Wiki Summary
"Paine, Roxy",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=34629,"Roxy Paine (born 1966, New York City) is an American artist. He was educated at both the College of Santa Fe (now Santa Fe University of Art and Design) in New Mexico and the Pratt Institute in New York.Since 1990, Paine's work has been internationally exhibited and is included in major collections such as the De Pont Museum of Contemporary Art, Tilburg, The Netherlands; Hirshhorn Museum, Washington, D.C.; Israel Museum, Jerusalem; Museum of Modern Art, New York, NY; San Francisco Museum of Modern Art, CA; and the Whitney Museum of American Art, New York, NY. His dendroid sculptures can be found at various museums and foundations including the Olympic Sculpture Park, Seattle; Wanas Foundation, Knislinge, Sweden; Montenmedio Arte Contemporaneo NMAC, Cadiz, Spain; the Nelson-Atkins Museum of Art, Kansas City; the Crystal Bridges Museum of American Art, Bentonville, Arkansas and the National Gallery of Canada, Ottawa, Ontario. Roxy Paine lives and works in Brooklyn and Treadwell, New York."
Painter of the Three Graces,https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=9910,"Corel Painter is a raster-based digital art application created to simulate as accurately as possible the appearance and behavior of traditional media associated with drawing, painting, and printmaking. It is intended to be used in real-time by professional digital artists as a functional creative tool.

"
"Pajou, Augustin",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=2218,"Augustin Pajou (19 September 1730, Paris – 8 May 1809) was a French sculptor, born in Paris. At eighteen he won the Prix de Rome, and at thirty exhibited his Pluton tenant Cerbère enchaîné (now in the Louvre)."
"Pakhamov, Aleksei Fedorovich",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=5146,No Wikipedia Entry Available for this artist
"Paladino, Giovanni",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=2219,No Wikipedia Entry Available for this artist
"Paladino, Girolamo",https://web.archive.org/web/20121007173034/http://www.nga.gov/cgi-bin/tsearch?artistid=2219,No Wikipedia Entry Available for this artist
"Quackenbush, Lloyd",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=7969,No Wikipedia Entry Available for this artist
"Quad, Matthis",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=6293,No Wikipedia Entry Available for this artist
"Quadri, Carlo",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=19570,No Wikipedia Entry Available for this artist
"Quaglio, Domenico",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=6057,No Wikipedia Entry Available for this artist
"Quarenghi, Giacomo",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=2701,"Giacomo Quarenghi (Italian pronunciation: [ˈdʒaːkomo kwaˈreŋɡi;  -ˈrɛŋɡi]; Russian: Джа́комо Кваре́нги, tr. Džákomo Kvaréngi, IPA: [ˈdʐakəmə kvɐˈrʲenʲɡʲɪ]; 20 or 21 September 1744 – 2 March [O.S. 18 February] 1817) was the foremost and most prolific practitioner of neoclassical architecture in Imperial Russia, particularly in Saint Petersburg. He brought into vogue an original monumental style, of  Palladian inspiration, which was a reference for many architects who worked in Russia. 
He has been described as ""the last of the great architects of Italy""."
"Quarenghi, Giulio, Cavaliere",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=23710,No Wikipedia Entry Available for this artist
"Quarry, Regina Katharina",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=5290,No Wikipedia Entry Available for this artist
"Quarry, Regine Catherine",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=5290,No Wikipedia Entry Available for this artist
"Quast, Pieter Jansz",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=2702,"Pieter Jansz. Quast (1605 or '06 – buried 29 May 1647) was a Dutch Golden Age painter and draughtsman, mostly producing small social genre paintings, ranging from elegant merry companies to guardroom scenes and (most numerous) groups of peasants, in a variety of styles which can be related to those of leading artists in these genres, but with personal aspects in the colouring and style. They ""are heavily and powerfully rendered in warm shades of brown, set off by strong local colouring in the principal figures. His successful peasant scenes are characterized by the use of strong chiaroscuro and a gentle, harmonious palette. The caricatural quality of Quast’s peasants recalls the work of his fellow-resident of The Hague, Adriaen van de Venne, but Quast’s looser style and many of his individual types are closer to the paintings of Adriaen Brouwer, as well as of Adriaen van Ostade, to whom Quast’s best work has sometimes been ascribed"".   He also produced finished drawings for sale, often on parchment, and these included landscapes and cityscapes. Some of his works were engraved, though it is not clear if he did this himself.Quast was probably born and certainly died in Amsterdam, but from 1634 to 1641 he lived at The Hague, where he was admitted to the local Guild of Saint Luke in 1634. His pupil was Jan Jansz Buesem. He died in poverty, like many artists of the period."
"Queboorn, Crispyn van den",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=6294,No Wikipedia Entry Available for this artist
"Quellinus II, Erasmus",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=19948,"Artus Quellinus II or Artus Quellinus the Younger (alternative first name: Arnold; variation on family name: Quellijn, Quellyn, Quellien, Quellin, Quellinius) (between 10 and 20 November 1625, Sint-Truiden –  22 November 1700, Antwerp) was a Flemish sculptor who played an important role in the evolution of Northern-European sculpture from High Baroque to Late Baroque."
"Quentin, Bernard Maurice",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=5291,No Wikipedia Entry Available for this artist
"Quentin, Leonard",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=5292,No Wikipedia Entry Available for this artist
"Quercia, Jacopo della",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=2240,No Wikipedia Entry Available for this artist
"Querelles, Chevalier de",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=7057,No Wikipedia Entry Available for this artist
"Quesnel, François",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=9806,François Quesnel (c. 1543–1619) was a French painter of Scottish extraction.
"Quest, Charles",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=25190,No Wikipedia Entry Available for this artist
"Queverdo, François Marie Isidore",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=5293,No Wikipedia Entry Available for this artist
"Queyroy, Armand",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=6797,No Wikipedia Entry Available for this artist
"Quidor, John",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=1810,"John Quidor (January 26, 1801 – December 13, 1881) was an American painter of historical and literary subjects. He has about 35 known canvases, most of which are based on Washington Irving's stories about Dutch New York, drawing inspiration from the Hudson Valley and from such English painters as William Hogarth, Isaac Cruikshank, James Gillray, Joseph Wright of Derby, and George Morland."
"Quinkhard, Jan Maurits",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=6778,No Wikipedia Entry Available for this artist
"Quinn, Robert",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=26035,No Wikipedia Entry Available for this artist
"Quiyun, Hu",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=26703,No Wikipedia Entry Available for this artist
"Quoizevaux, Antoine",https://web.archive.org/web/20121007172920/http://www.nga.gov/cgi-bin/tsearch?artistid=2073,No Wikipedia Entry Available for this artist
"Rabaliatti, Franz Wilhelm",https://web.archive.org/web/20121007172941/http://www.nga.gov/cgi-bin/tsearch?artistid=21151,No Wikipedia Entry Available for this artist
"Rabel, Jean",https://web.archive.org/web/20121007172941/http://www.nga.gov/cgi-bin/tsearch?artistid=5303,No Wikipedia Entry Available for this artist
"Rabelais, François",https://web.archive.org/web/20121007172941/http://www.nga.gov/cgi-bin/tsearch?artistid=7058,"François Rabelais (; French: [fʁɑ̃swa ʁablɛ]; between 1483 and 1494 – 9 April 1553) was a French Renaissance writer, physician, Renaissance humanist, monk and Greek scholar. He has historically been regarded as a writer of fantasy, satire, the grotesque, bawdy jokes and songs. His best known work is Gargantua and Pantagruel. Because of his literary power and historical importance, Western literary critics consider him one of the great writers of world literature and among the creators of modern European writing. His literary legacy is such that today, the word Rabelaisian has been coined as a descriptive inspired by his work and life. Merriam-Webster defines the word as describing someone or something that is ""marked by gross robust humor, extravagance of caricature, or bold naturalism"".

"
"Rabino, Saul",https://web.archive.org/web/20121007172941/http://www.nga.gov/cgi-bin/tsearch?artistid=33900,No Wikipedia Entry Available for this artist
"Raboy, Emanuel Mac",https://web.archive.org/web/20121007172941/http://www.nga.gov/cgi-bin/tsearch?artistid=33901,No Wikipedia Entry Available for this artist
"Rachou, Henri",https://web.archive.org/web/20121007172941/http://www.nga.gov/cgi-bin/tsearch?artistid=22916,No Wikipedia Entry Available for this artist
"Racine, Jean",https://web.archive.org/web/20121007172941/http://www.nga.gov/cgi-bin/tsearch?artistid=7059,"Jean Racine (French: [ʒɑ̃ ʁasin]), baptismal name Jean-Baptiste Racine (22 December 1639 – 21 April 1699), was a French dramatist, one of the three great playwrights of 17th-century France (along with Molière and Corneille), and an important literary figure in the Western tradition. Racine was primarily a tragedian, producing such ""examples of neoclassical perfection"" as Phèdre, Andromaque, and Athalie, although he did write one comedy, Les Plaideurs, and a muted tragedy, Esther, for the young.
Racine's plays displayed his mastery of the dodecasyllabic alexandrine; he is renowned for elegance, purity, speed, and fury, and for what Robert Lowell described as a ""diamond-edge"", and the ""glory of its hard, electric rage"". The linguistic effects of Racine's poetry are widely considered to be untranslatable, although many eminent poets have attempted to do so, including Lowell, Richard Wilbur, Ted Hughes, Tony Harrison, and Derek Mahon into English, and Friedrich Schiller into German. The latest translations of Racine's plays into English have been by Alan Hollinghurst (Berenice, Bajazet), by RADA director Edward Kemp (Andromache), Neil Bartlett and earned a 2011 American Book Award for the poet Geoffrey Argent. Racine's dramaturgy is marked by his psychological insight, the prevailing passion of his characters, and the nakedness of both plot and stage."
